File	SMILES	HOMO (Ha)	LUMO (Ha)	GAP (eV)
Hc1cNcCCcCOcCCc1N_opt.log	c1c(N)c(C=C)c(C=O)c(C=C)c1(N)	-0.18635	-0.04342	3.8893254020000003
Hc1cCcNOO-cCNcCOc1NOO-_opt.log	c1c(C)c(N(=O)(=O))c(C#N)c(C=O)c1(N(=O)(=O))	-0.29095	-0.15275	3.76061548
Hc1cNcNcNcNc1CC_opt.log	c1c(N)c(N)c(N)c(N)c1(C=C)	-0.16708	0.01862	5.053156980000001
Hc1cNcCcCCcNOO-c1NOO-_opt.log	c1c(N)c(C)c(C=C)c(N(=O)(=O))c1(N(=O)(=O))	-0.2455	-0.10485	3.82728341
Hc1cNcHcCCcCc1N_opt.log	c1c(N)cc(C=C)c(C)c1(N)	-0.17468	0.00024	4.759818088
Hc1cNcOcOcHc1F_opt.log	c1c(N)c(O)c(O)cc1(F)	-0.21137	0.03041	6.579172292
Hc1cNcCcCcOc1CC_opt.log	c1c(N)c(C)c(C)c(O)c1(C=C)	-0.18232	-0.00796	4.744579704
Hc1cNcNcHcCNc1O_opt.log	c1c(N)c(N)cc(C#N)c1(O)	-0.21172	-0.01206	5.433028124000001
Hc1cNcCOcCCcFc1F_opt.log	c1c(N)c(C=O)c(C=C)c(F)c1(F)	-0.22246	-0.06309	4.3366808180000005
Hc1cCcNOO-cOcNc1O_opt.log	c1c(C)c(N(=O)(=O))c(O)c(N)c1(O)	-0.2526	-0.08573	4.540766318
Hc1cNcFcOcHc1F_opt.log	c1c(N)c(F)c(O)cc1(F)	-0.21501	0.01957	6.383250212000001
Hc1cCcNOO-cOcCc1NOO-_opt.log	c1c(C)c(N(=O)(=O))c(O)c(C)c1(N(=O)(=O))	-0.26783	-0.12569	3.8678283960000006
Hc1cNcCCcOcCOc1CO_opt.log	c1c(N)c(C=C)c(O)c(C=O)c1(C=O)	-0.22714	-0.06627	4.377497918
Hc1cNcHcCOcFc1CC_opt.log	c1c(N)cc(C=O)c(F)c1(C=C)	-0.21453	-0.06221	4.144840448
Hc1cNcCCcFcCCc1F_opt.log	c1c(N)c(C=C)c(F)c(C=C)c1(F)	-0.20581	-0.01494	5.193839918
Hc1cNcHcCNcHc1O_opt.log	c1c(N)cc(C#N)cc1(O)	-0.22056	-0.03079	5.163907378
Hc1cNcOcOcNOO-c1O_opt.log	c1c(N)c(O)c(O)c(N(=O)(=O))c1(O)	-0.23365	-0.0716	4.40960737
Hc1cNcNcCOcCOc1CN_opt.log	c1c(N)c(N)c(C=O)c(C=O)c1(C#N)	-0.22815	-0.07392	4.1968142219999995
Hc1cNcFcCOcNc1NOO-_opt.log	c1c(N)c(F)c(C=O)c(N)c1(N(=O)(=O))	-0.20887	-0.09479	3.104276512
Hc1cNcCOcCNcHc1F_opt.log	c1c(N)c(C=O)c(C#N)cc1(F)	-0.24519	-0.07793	4.551378764
Hc1cOcHcNOO-cNc1F_opt.log	c1c(O)cc(N(=O)(=O))c(N)c1(F)	-0.21943	-0.09445	3.4008807719999994
Hc1cNcNcHcCOc1CC_opt.log	c1c(N)c(N)cc(C=O)c1(C=C)	-0.20181	-0.03431	4.5579095
Hc1cNcOcCCcCOc1O_opt.log	c1c(N)c(O)c(C=C)c(C=O)c1(O)	-0.20705	-0.0367	4.6354619900000005
Hc1cNcNOO-cCNcNc1CC_opt.log	c1c(N)c(N(=O)(=O))c(C#N)c(N)c1(C=C)	-0.20779	-0.0944	3.0855006460000003
Hc1cCcNOO-cOcNc1NOO-_opt.log	c1c(C)c(N(=O)(=O))c(O)c(N)c1(N(=O)(=O))	-0.23467	-0.11597	3.2299931799999997
Hc1cNcCOcOcNc1NOO-_opt.log	c1c(N)c(C=O)c(O)c(N)c1(N(=O)(=O))	-0.19121	-0.09601	2.59052528
Hc1cNcNcCNcCNc1CC_opt.log	c1c(N)c(N)c(C#N)c(C#N)c1(C=C)	-0.21944	-0.05167	4.5652565780000005
Hc1cNcFcCOcCOc1N_opt.log	c1c(N)c(F)c(C=O)c(C=O)c1(N)	-0.21564	-0.07049	3.94973471
Hc1cNcCCcCCcCNc1F_opt.log	c1c(N)c(C=C)c(C=C)c(C#N)c1(F)	-0.22445	-0.03786	5.077375126000001
Hc1cNcOcCcNc1CN_opt.log	c1c(N)c(O)c(C)c(N)c1(C#N)	-0.17435	-0.01166	4.427022666
Hc1cNcCCcCOcCNc1CO_opt.log	c1c(N)c(C=C)c(C=O)c(C#N)c1(C=O)	-0.23972	-0.08828	4.120894416
Hc1cNcOcCcNc1CC_opt.log	c1c(N)c(O)c(C)c(N)c1(C=C)	-0.18709	0.0062	5.259691506000001
Hc1cNcFcCNcCCc1N_opt.log	c1c(N)c(F)c(C#N)c(C=C)c1(N)	-0.19851	-0.03114	4.554372018
Hc1cNcFcCcNc1CO_opt.log	c1c(N)c(F)c(C)c(N)c1(C=O)	-0.17765	-0.03899	3.7731327240000003
Hc1cNcOcNcNOO-c1CO_opt.log	c1c(N)c(O)c(N)c(N(=O)(=O))c1(C=O)	-0.23161	-0.08787	3.9113666360000003
Hc1cNcFcNOO-cCOc1O_opt.log	c1c(N)c(F)c(N(=O)(=O))c(C=O)c1(O)	-0.24546	-0.0962	4.061573564000001
Hc1cNcFcCOcOc1F_opt.log	c1c(N)c(F)c(C=O)c(O)c1(F)	-0.20879	-0.05551	4.170963392
Hc1cNcFcNOO-cFc1CO_opt.log	c1c(N)c(F)c(N(=O)(=O))c(F)c1(C=O)	-0.24419	-0.10738	3.722791634
Hc1cNcCCcCcNc1F_opt.log	c1c(N)c(C=C)c(C)c(N)c1(F)	-0.16995	0.00331	4.7146471640000005
Hc1cNcCNcHcCOc1CC_opt.log	c1c(N)c(C#N)cc(C=O)c1(C=C)	-0.24151	-0.06289	4.860500268
Hc1cNcOcCOcCOc1O_opt.log	c1c(N)c(O)c(C=O)c(C=O)c1(O)	-0.2184	-0.05888	4.340762528
Hc1cNcCcNOO-cOc1F_opt.log	c1c(N)c(C)c(N(=O)(=O))c(O)c1(F)	-0.21042	-0.08122	3.5157128799999997
Hc1cNcFcHcCOc1F_opt.log	c1c(N)c(F)cc(C=O)c1(F)	-0.231	-0.05219	4.865670434000001
Hc1cNcFcCNcCOc1CC_opt.log	c1c(N)c(F)c(C#N)c(C=O)c1(C=C)	-0.24407	-0.06914	4.760090202000001
Hc1cNcOcFcCNc1CC_opt.log	c1c(N)c(O)c(F)c(C#N)c1(C=C)	-0.21731	-0.03827	4.871929056
Hc1cNcCNcCOcCc1F_opt.log	c1c(N)c(C#N)c(C=O)c(C)c1(F)	-0.23424	-0.08174	4.149738500000001
Hc1cCcNOO-cNOO-cCOc1F_opt.log	c1c(C)c(N(=O)(=O))c(N(=O)(=O))c(C=O)c1(F)	-0.28671	-0.13209	4.207426668
Hc1cNcNcCOcCOc1CO_opt.log	c1c(N)c(N)c(C=O)c(C=O)c1(C=O)	-0.22331	-0.07352	4.075995606
Hc1cNcNcNcHc1CN_opt.log	c1c(N)c(N)c(N)cc1(C#N)	-0.19571	-0.00247	5.258330936
Hc1cNcCOcCNcCCc1CC_opt.log	c1c(N)c(C=O)c(C#N)c(C=C)c1(C=C)	-0.22483	-0.07478	4.08307057
Hc1cCcNOO-cNOO-cOc1F_opt.log	c1c(C)c(N(=O)(=O))c(N(=O)(=O))c(O)c1(F)	-0.27626	-0.12343	4.158718262000001
Hc1cCcNOO-cCOcCNc1F_opt.log	c1c(C)c(N(=O)(=O))c(C=O)c(C#N)c1(F)	-0.29741	-0.11958	4.839003262
Hc1cNcCCcOcCOc1N_opt.log	c1c(N)c(C=C)c(O)c(C=O)c1(N)	-0.19583	-0.03266	4.4400841380000005
Hc1cNcOcCcCc1NOO-_opt.log	c1c(N)c(O)c(C)c(C)c1(N(=O)(=O))	-0.20555	-0.07591	3.5276858960000004
Hc1cNcNOO-cCNcCNc1CC_opt.log	c1c(N)c(N(=O)(=O))c(C#N)c(C#N)c1(C=C)	-0.26367	-0.11756	3.975857654000001
Hc1cNcCOcFcCNc1CC_opt.log	c1c(N)c(C=O)c(F)c(C#N)c1(C=C)	-0.24187	-0.07787	4.462669600000001
Hc1cNcCcNcCNc1N_opt.log	c1c(N)c(C)c(N)c(C#N)c1(N)	-0.18871	0.00809	5.35520352
Hc1cNcCcCNcCOc1CO_opt.log	c1c(N)c(C)c(C#N)c(C=O)c1(C=O)	-0.24572	-0.08197	4.45586675
Hc1cNcCcNOO-cNc1CN_opt.log	c1c(N)c(C)c(N(=O)(=O))c(N)c1(C#N)	-0.20841	-0.09609	3.0563844480000006
Hc1cNcNcHcCOc1F_opt.log	c1c(N)c(N)cc(C=O)c1(F)	-0.21573	-0.03473	4.9252634
Hc1cNcCNcCcCNc1CO_opt.log	c1c(N)c(C#N)c(C)c(C#N)c1(C=O)	-0.25096	-0.0992	4.129602064
Hc1cNcCOcOcNOO-c1CO_opt.log	c1c(N)c(C=O)c(O)c(N(=O)(=O))c1(C=O)	-0.25288	-0.10477	4.030280454
Hc1cNcNcCOcCNc1N_opt.log	c1c(N)c(N)c(C=O)c(C#N)c1(N)	-0.18861	-0.05466	3.6449670300000006
Hc1cNcCNcCcNOO-c1CO_opt.log	c1c(N)c(C#N)c(C)c(N(=O)(=O))c1(C=O)	-0.25927	-0.10794	4.117901162000001
Hc1cNcFcHcCOc1N_opt.log	c1c(N)c(F)cc(C=O)c1(N)	-0.20216	-0.03285	4.607162134
Hc1cNcNOO-cNOO-cNc1CN_opt.log	c1c(N)c(N(=O)(=O))c(N(=O)(=O))c(N)c1(C#N)	-0.23488	-0.12153	3.08441219
Hc1cCcNOO-cCOcCCc1CN_opt.log	c1c(C)c(N(=O)(=O))c(C=O)c(C=C)c1(C#N)	-0.2843	-0.11331	4.652877286000001
Hc1cNcOcCOcCNc1CO_opt.log	c1c(N)c(O)c(C=O)c(C#N)c1(C=O)	-0.26729	-0.07923	5.117375884000001
Hc1cNcHcNOO-cCCc1O_opt.log	c1c(N)cc(N(=O)(=O))c(C=C)c1(O)	-0.20916	-0.08691	3.3265936500000004
Hc1cNcCcOcFc1CN_opt.log	c1c(N)c(C)c(O)c(F)c1(C#N)	-0.21791	-0.03208	5.056694462
Hc1cNcOcNOO-cNc1F_opt.log	c1c(N)c(O)c(N(=O)(=O))c(N)c1(F)	-0.21593	-0.07658	3.791908590000001
Hc1cNcCCcNOO-cNOO-c1CN_opt.log	c1c(N)c(C=C)c(N(=O)(=O))c(N(=O)(=O))c1(C#N)	-0.2639	-0.1201	3.9129993200000013
Hc1cNcNOO-cCOcHc1NOO-_opt.log	c1c(N)c(N(=O)(=O))c(C=O)cc1(N(=O)(=O))	-0.26505	-0.1341	3.5633328300000002
Hc1cNcCcOcNc1CC_opt.log	c1c(N)c(C)c(O)c(N)c1(C=C)	-0.16241	0.00818	4.641992726
Hc1cCcNOO-cNOO-cFc1NOO-_opt.log	c1c(C)c(N(=O)(=O))c(N(=O)(=O))c(F)c1(N(=O)(=O))	-0.31826	-0.16023	4.3002175419999995
Hc1cNcCCcNcNOO-c1NOO-_opt.log	c1c(N)c(C=C)c(N)c(N(=O)(=O))c1(N(=O)(=O))	-0.23768	-0.1023	3.683879332
Hc1cNcHcNOO-cCOc1CC_opt.log	c1c(N)cc(N(=O)(=O))c(C=O)c1(C=C)	-0.23894	-0.09269	3.9796672500000008
Hc1cNcCcNOO-cFc1O_opt.log	c1c(N)c(C)c(N(=O)(=O))c(F)c1(O)	-0.21946	-0.08825	3.570407794
Hc1cNcCCcFcOc1CC_opt.log	c1c(N)c(C=C)c(F)c(O)c1(C=C)	-0.19463	-0.02372	4.650700374
Hc1cNcCcCCcCNc1CN_opt.log	c1c(N)c(C)c(C=C)c(C#N)c1(C#N)	-0.23483	-0.05346	4.935331618
Hc1cNcCOcCcFc1NOO-_opt.log	c1c(N)c(C=O)c(C)c(F)c1(N(=O)(=O))	-0.23528	-0.11221	3.348906998
Hc1cNcNcNcCc1O_opt.log	c1c(N)c(N)c(N)c(C)c1(O)	-0.16417	0.05109	5.857525964000001
Hc1cNcNcNOO-cCOc1CC_opt.log	c1c(N)c(N)c(N(=O)(=O))c(C=O)c1(C=C)	-0.22027	-0.0794	3.833269918
Hc1cNcCNcCNcNOO-c1NOO-_opt.log	c1c(N)c(C#N)c(C#N)c(N(=O)(=O))c1(N(=O)(=O))	-0.28668	-0.14775	3.780479802
Hc1cNcCNcNOO-cNOO-c1F_opt.log	c1c(N)c(C#N)c(N(=O)(=O))c(N(=O)(=O))c1(F)	-0.27724	-0.13338	3.914632004
Hc1cNcCCcCOcCCc1CC_opt.log	c1c(N)c(C=C)c(C=O)c(C=C)c1(C=C)	-0.20319	-0.0424	4.375321006000001
Hc1cNcCcNOO-cNOO-c1NOO-_opt.log	c1c(N)c(C)c(N(=O)(=O))c(N(=O)(=O))c1(N(=O)(=O))	-0.26372	-0.12802	3.6925869800000006
Hc1cNcCNcHcFc1O_opt.log	c1c(N)c(C#N)cc(F)c1(O)	-0.21968	-0.03082	5.1391450039999995
Hc1cNcCCcCOcCc1CO_opt.log	c1c(N)c(C=C)c(C=O)c(C)c1(C=O)	-0.21576	-0.07043	3.9546327620000006
Hc1cCcNOO-cNOO-cNOO-c1NOO-_opt.log	c1c(C)c(N(=O)(=O))c(N(=O)(=O))c(N(=O)(=O))c1(N(=O)(=O))	-0.32395	-0.16859	4.227563104000001
Hc1cNcNcCOcNOO-c1O_opt.log	c1c(N)c(N)c(C=O)c(N(=O)(=O))c1(O)	-0.22028	-0.09131	3.5094542580000003
Hc1cNcCcOcCc1O_opt.log	c1c(N)c(C)c(O)c(C)c1(O)	-0.18574	0.03932	6.124197683999999
Hc1cNcOcCOcNOO-c1NOO-_opt.log	c1c(N)c(O)c(C=O)c(N(=O)(=O))c1(N(=O)(=O))	-0.27242	-0.11674	4.236270751999999
Hc1cNcFcNcCNc1O_opt.log	c1c(N)c(F)c(N)c(C#N)c1(O)	-0.21326	-0.00999	5.531261278000001
Hc1cNcFcOcCNc1O_opt.log	c1c(N)c(F)c(O)c(C#N)c1(O)	-0.22674	-0.01664	5.717115140000001
Hc1cNcCcCcNc1CO_opt.log	c1c(N)c(C)c(C)c(N)c1(C=O)	-0.17638	-0.03404	3.8732706760000006
Hc1cNcCCcCOcNc1CN_opt.log	c1c(N)c(C=C)c(C=O)c(N)c1(C#N)	-0.19269	-0.06174	3.5633328300000002
Hc1cNcOcOcCc1CN_opt.log	c1c(N)c(O)c(O)c(C)c1(C#N)	-0.22643	-0.01822	5.665685594
Hc1cNcOcCOcHc1CO_opt.log	c1c(N)c(O)c(C=O)cc1(C=O)	-0.21247	-0.0644	4.029191998
Hc1cNcNcOcCCc1CN_opt.log	c1c(N)c(N)c(O)c(C=C)c1(C#N)	-0.19779	-0.01607	4.944855608
Hc1cCcNOO-cCCcCCc1CC_opt.log	c1c(C)c(N(=O)(=O))c(C=C)c(C=C)c1(C=C)	-0.2475	-0.08581	4.399811266
Hc1cCcNOO-cNOO-cNOO-c1O_opt.log	c1c(C)c(N(=O)(=O))c(N(=O)(=O))c(N(=O)(=O))c1(O)	-0.29825	-0.13733	4.3788584880000005
Hc1cNcCcFcNOO-c1O_opt.log	c1c(N)c(C)c(F)c(N(=O)(=O))c1(O)	-0.23174	-0.06602	4.509473208
Hc1cNcFcCcCNc1F_opt.log	c1c(N)c(F)c(C)c(C#N)c1(F)	-0.23073	-0.03263	5.39057834
Hc1cNcCNcNOO-cCNc1CC_opt.log	c1c(N)c(C#N)c(N(=O)(=O))c(C#N)c1(C=C)	-0.25991	-0.1171	3.8860600339999998
Hc1cNcNcCNcHc1CN_opt.log	c1c(N)c(N)c(C#N)cc1(C#N)	-0.22738	-0.04629	4.927712426
Hc1cNcNOO-cOcFc1NOO-_opt.log	c1c(N)c(N(=O)(=O))c(O)c(F)c1(N(=O)(=O))	-0.24762	-0.12726	3.275164104
Hc1cNcCNcCCcNc1CO_opt.log	c1c(N)c(C#N)c(C=C)c(N)c1(C=O)	-0.19206	-0.07029	3.3135321780000004
Hc1cNcCOcFcCCc1CN_opt.log	c1c(N)c(C=O)c(F)c(C=C)c1(C#N)	-0.22979	-0.08207	4.019668008
Hc1cNcCOcNOO-cOc1O_opt.log	c1c(N)c(C=O)c(N(=O)(=O))c(O)c1(O)	-0.22638	-0.09096	3.684967788
Hc1cNcCOcFcHc1CC_opt.log	c1c(N)c(C=O)c(F)cc1(C=C)	-0.22238	-0.05991	4.421036158000001
Hc1cNcCcNOO-cFc1F_opt.log	c1c(N)c(C)c(N(=O)(=O))c(F)c1(F)	-0.22892	-0.09601	3.6166671740000007
Hc1cNcCOcFcNOO-c1O_opt.log	c1c(N)c(C=O)c(F)c(N(=O)(=O))c1(O)	-0.2587	-0.09814	4.369062383999999
Hc1cOcHcCOcOc1CN_opt.log	c1c(O)cc(C=O)c(O)c1(C#N)	-0.24232	-0.08089	4.392736302
Hc1cOcNcHcNOO-c1CO_opt.log	c1c(O)c(N)cc(N(=O)(=O))c1(C=O)	-0.22981	-0.09865	3.569047224
Hc1cNcHcCNcCNc1O_opt.log	c1c(N)cc(C#N)c(C#N)c1(O)	-0.23783	-0.05896	4.867303118000001
Hc1cNcOcNcOc1CO_opt.log	c1c(N)c(O)c(N)c(O)c1(C=O)	-0.22559	-0.02411	5.482552872000001
Hc1cNcOcCCcCOc1F_opt.log	c1c(N)c(O)c(C=C)c(C=O)c1(F)	-0.21143	-0.03947	4.679272344
Hc1cNcCcNOO-cHc1NOO-_opt.log	c1c(N)c(C)c(N(=O)(=O))cc1(N(=O)(=O))	-0.24609	-0.1141	3.591632686
Hc1cNcOcCcNOO-c1CO_opt.log	c1c(N)c(O)c(C)c(N(=O)(=O))c1(C=O)	-0.22817	-0.09045	3.7475540080000003
Hc1cNcFcFcCNc1CC_opt.log	c1c(N)c(F)c(F)c(C#N)c1(C=C)	-0.23399	-0.04845	5.048803156000001
Hc1cNcOcCNcNOO-c1CN_opt.log	c1c(N)c(O)c(C#N)c(N(=O)(=O))c1(C#N)	-0.25813	-0.10895	4.059396652000001
Hc1cNcOcNOO-cFc1O_opt.log	c1c(N)c(O)c(N(=O)(=O))c(F)c1(O)	-0.23213	-0.08042	4.128241494
Hc1cNcCOcOcNc1CC_opt.log	c1c(N)c(C=O)c(O)c(N)c1(C=C)	-0.20404	-0.04073	4.443893734
Hc1cNcCOcNOO-cNOO-c1CC_opt.log	c1c(N)c(C=O)c(N(=O)(=O))c(N(=O)(=O))c1(C=C)	-0.25467	-0.11633	3.7644250760000006
Hc1cNcNOO-cOcFc1F_opt.log	c1c(N)c(N(=O)(=O))c(O)c(F)c1(F)	-0.23506	-0.08712	4.0256545159999995
Hc1cNcCCcCCcCNc1NOO-_opt.log	c1c(N)c(C=C)c(C=C)c(C#N)c1(N(=O)(=O))	-0.23683	-0.10385	3.6185719720000007
Hc1cNcHcNOO-cOc1CC_opt.log	c1c(N)cc(N(=O)(=O))c(O)c1(C=C)	-0.20845	-0.09404	3.1132562740000003
Hc1cNcCcCCcCOc1O_opt.log	c1c(N)c(C)c(C=C)c(C=O)c1(O)	-0.21555	-0.03067	5.030843632
Hc1cNcOcCNcNOO-c1N_opt.log	c1c(N)c(O)c(C#N)c(N(=O)(=O))c1(N)	-0.22131	-0.08511	3.70619268
Hc1cNcHcCOcNc1N_opt.log	c1c(N)cc(C=O)c(N)c1(N)	-0.16508	-0.03138	3.6381641800000004
Hc1cCcNOO-cFcCCc1O_opt.log	c1c(C)c(N(=O)(=O))c(F)c(C=C)c1(O)	-0.2568	-0.08673	4.627842798
Hc1cNcCCcCNcNOO-c1N_opt.log	c1c(N)c(C=C)c(C#N)c(N(=O)(=O))c1(N)	-0.23002	-0.08647	3.9061964700000003
Hc1cNcNcFcCNc1NOO-_opt.log	c1c(N)c(N)c(F)c(C#N)c1(N(=O)(=O))	-0.23576	-0.09784	3.752996288
Hc1cNcOcFcCOc1CO_opt.log	c1c(N)c(O)c(F)c(C=O)c1(C=O)	-0.22859	-0.07045	4.303210796
Hc1cNcCcCOcCNc1CO_opt.log	c1c(N)c(C)c(C=O)c(C#N)c1(C=O)	-0.24298	-0.08442	4.314639584
Hc1cNcCcCcCOc1CC_opt.log	c1c(N)c(C)c(C)c(C=O)c1(C=C)	-0.21325	-0.03566	4.832472526
Hc1cNcCcNOO-cCOc1CO_opt.log	c1c(N)c(C)c(N(=O)(=O))c(C=O)c1(C=O)	-0.24392	-0.10344	3.822657472
Hc1cNcHcCOcNc1O_opt.log	c1c(N)cc(C=O)c(N)c1(O)	-0.19366	-0.0394	4.197630564000001
Hc1cNcNcNOO-cFc1F_opt.log	c1c(N)c(N)c(N(=O)(=O))c(F)c1(F)	-0.2183	-0.09094	3.465643904
Hc1cNcNcCCcOc1O_opt.log	c1c(N)c(N)c(C=C)c(O)c1(O)	-0.16935	0.01241	4.945944064000001
Hc1cNcHcCOcHc1CC_opt.log	c1c(N)cc(C=O)cc1(C=C)	-0.21387	-0.0564	4.2849791580000005
Hc1cNcNcCCcHc1CN_opt.log	c1c(N)c(N)c(C=C)cc1(C#N)	-0.20556	-0.02491	4.91573941
Hc1cNcCOcCCcOc1CO_opt.log	c1c(N)c(C=O)c(C=C)c(O)c1(C=O)	-0.20413	-0.07758	3.44360267
Hc1cNcNcCcCOc1CC_opt.log	c1c(N)c(N)c(C)c(C=O)c1(C=C)	-0.20785	-0.02867	4.875738652000001
Hc1cNcCOcCcCOc1NOO-_opt.log	c1c(N)c(C=O)c(C)c(C=O)c1(N(=O)(=O))	-0.24995	-0.10649	3.9037474440000004
Hc1cNcCcCNcNc1CC_opt.log	c1c(N)c(C)c(C#N)c(N)c1(C=C)	-0.17949	-0.0306	4.051505346000001
Hc1cOcNcHcCOc1O_opt.log	c1c(O)c(N)cc(C=O)c1(O)	-0.18783	-0.03515	4.1546365519999995
Hc1cNcNcCcCNc1NOO-_opt.log	c1c(N)c(N)c(C)c(C#N)c1(N(=O)(=O))	-0.22757	-0.08873	3.778030776
Hc1cCcNOO-cOcCOc1CC_opt.log	c1c(C)c(N(=O)(=O))c(O)c(C=O)c1(C=C)	-0.26047	-0.09419	4.524711592
Hc1cNcFcCNcFc1NOO-_opt.log	c1c(N)c(F)c(C#N)c(F)c1(N(=O)(=O))	-0.25272	-0.11676	3.6996619440000003
Hc1cNcNcCOcOc1CN_opt.log	c1c(N)c(N)c(C=O)c(O)c1(C#N)	-0.22459	-0.06323	4.390831504
Hc1cNcFcCNcNOO-c1F_opt.log	c1c(N)c(F)c(C#N)c(N(=O)(=O))c1(F)	-0.26607	-0.1071	4.325796258
Hc1cNcCNcCcCNc1O_opt.log	c1c(N)c(C#N)c(C)c(C#N)c1(O)	-0.23974	-0.04022	5.429218528000001
Hc1cNcCcCOcHc1F_opt.log	c1c(N)c(C)c(C=O)cc1(F)	-0.21762	-0.05955	4.301305998000001
Hc1cNcCCcCcCCc1N_opt.log	c1c(N)c(C=C)c(C)c(C=C)c1(N)	-0.17322	0.00718	4.90893656
Hc1cNcNOO-cFcCOc1F_opt.log	c1c(N)c(N(=O)(=O))c(F)c(C=O)c1(F)	-0.2622	-0.10461	4.288244526000001
Hc1cNcCOcCNcOc1NOO-_opt.log	c1c(N)c(C=O)c(C#N)c(O)c1(N(=O)(=O))	-0.23809	-0.12784	3.0000568499999996
Hc1cCcNOO-cCNcOc1CO_opt.log	c1c(C)c(N(=O)(=O))c(C#N)c(O)c1(C=O)	-0.28368	-0.12718	4.2585841
Hc1cNcNcCOcNOO-c1N_opt.log	c1c(N)c(N)c(C=O)c(N(=O)(=O))c1(N)	-0.20224	-0.07967	3.335301298
Hc1cNcCOcCCcCOc1F_opt.log	c1c(N)c(C=O)c(C=C)c(C=O)c1(F)	-0.23809	-0.05789	4.90349428
Hc1cNcFcNOO-cOc1CO_opt.log	c1c(N)c(F)c(N(=O)(=O))c(O)c1(C=O)	-0.22565	-0.10687	3.2321700919999996
Hc1cNcHcCNcOc1N_opt.log	c1c(N)cc(C#N)c(O)c1(N)	-0.18405	-0.02037	4.453961952
Hc1cNcOcCOcOc1O_opt.log	c1c(N)c(O)c(C=O)c(O)c1(O)	-0.21046	-0.03081	4.88852801
Hc1cNcCCcCNcNc1O_opt.log	c1c(N)c(C=C)c(C#N)c(N)c1(O)	-0.17611	-0.02654	4.070009098
Hc1cOcHcNOO-cHc1CC_opt.log	c1c(O)cc(N(=O)(=O))cc1(C=C)	-0.25597	-0.1017	4.197902677999999
Hc1cOcHcCCcCCc1F_opt.log	c1c(O)cc(C=C)c(C=C)c1(F)	-0.22201	-0.03349	5.129893128000001
Hc1cNcFcNOO-cNc1NOO-_opt.log	c1c(N)c(F)c(N(=O)(=O))c(N)c1(N(=O)(=O))	-0.22003	-0.1109	2.9695800820000002
Hc1cNcNOO-cHcNOO-c1O_opt.log	c1c(N)c(N(=O)(=O))cc(N(=O)(=O))c1(O)	-0.26537	-0.10693	4.311374216
Hc1cNcCNcFcCCc1NOO-_opt.log	c1c(N)c(C#N)c(F)c(C=C)c1(N(=O)(=O))	-0.2395	-0.11704	3.332308044
Hc1cCcNOO-cCCcCNc1N_opt.log	c1c(C)c(N(=O)(=O))c(C=C)c(C#N)c1(N)	-0.2481	-0.08915	4.32525203
Hc1cNcCOcNcNOO-c1O_opt.log	c1c(N)c(C=O)c(N)c(N(=O)(=O))c1(O)	-0.23389	-0.07178	4.411240053999999
Hc1cNcCOcNOO-cCNc1CC_opt.log	c1c(N)c(C=O)c(N(=O)(=O))c(C#N)c1(C=C)	-0.25345	-0.11287	3.8253786120000006
Hc1cNcNOO-cOcCNc1CO_opt.log	c1c(N)c(N(=O)(=O))c(O)c(C#N)c1(C=O)	-0.25488	-0.12582	3.511903284
Hc1cNcFcCcCCc1F_opt.log	c1c(N)c(F)c(C)c(C=C)c1(F)	-0.19999	-0.00771	5.232207992
Hc1cNcNOO-cCCcCNc1F_opt.log	c1c(N)c(N(=O)(=O))c(C=C)c(C#N)c1(F)	-0.2537	-0.10556	4.031096796
Hc1cNcCOcNcCCc1NOO-_opt.log	c1c(N)c(C=O)c(N)c(C=C)c1(N(=O)(=O))	-0.21247	-0.09847	3.1020996
Hc1cNcFcCCcNOO-c1NOO-_opt.log	c1c(N)c(F)c(C=C)c(N(=O)(=O))c1(N(=O)(=O))	-0.24914	-0.11309	3.70211097
Hc1cNcOcCCcFc1F_opt.log	c1c(N)c(O)c(C=C)c(F)c1(F)	-0.20391	-0.01945	5.019414844000001
Hc1cNcFcOcCc1O_opt.log	c1c(N)c(F)c(O)c(C)c1(O)	-0.19644	0.03582	6.320119764
Hc1cNcFcCOcOc1CN_opt.log	c1c(N)c(F)c(C=O)c(O)c1(C#N)	-0.22047	-0.07755	3.889053288
Hc1cNcCCcCCcFc1CN_opt.log	c1c(N)c(C=C)c(C=C)c(F)c1(C#N)	-0.21773	-0.0503	4.556004702000001
Hc1cNcNOO-cFcCc1NOO-_opt.log	c1c(N)c(N(=O)(=O))c(F)c(C)c1(N(=O)(=O))	-0.25101	-0.12737	3.364417496
Hc1cNcOcFcNc1NOO-_opt.log	c1c(N)c(O)c(F)c(N)c1(N(=O)(=O))	-0.19202	-0.07843	3.090942926
Hc1cOcHcFcCc1F_opt.log	c1c(O)cc(F)c(C)c1(F)	-0.23944	0.00193	6.5680156179999996
Hc1cNcCNcCNcOc1CN_opt.log	c1c(N)c(C#N)c(C#N)c(O)c1(C#N)	-0.2439	-0.09863	3.9530000780000005
Hc1cNcOcCOcCCc1O_opt.log	c1c(N)c(O)c(C=O)c(C=C)c1(O)	-0.19443	-0.04743	4.0000758
Hc1cNcNcNOO-cCOc1NOO-_opt.log	c1c(N)c(N)c(N(=O)(=O))c(C=O)c1(N(=O)(=O))	-0.24903	-0.10829	3.8297324360000005
